"PUBLISHER_ID","NAME","TEMP_PUB_ID","COMMERCIAL_NAME","ADDRESS"
14422,"Кнорус",14422,"",""
14423,"DPS баспасы",14423,"",""
14424,"Институт экономики МН-АН РК",14424,"",""
14425,"Самара-Принт",14425,"",""
14426,"Proservice LTD",14426,"",""
14427,"Институт развития Казахстана",14427,"",""
14428,"Гериберт Дитер",14428,"",""
14429,"Центр азиатских исследований",14429,"",""
14430,"Типография ""Proservice.LTD""",14430,"",""
14431,"Центр Карнеги",14431,"",""
14432,"Әріптес",14432,"",""
14433,"ЗАО. РИВЦ.",14433,"",""
14434,"ТОО ""Типография оперативной печати""",14434,"",""
14435,"Атажұрт",14435,"",""
14436,"Интурист",14436,"",""
14437,"Гига Трэйд",14437,"",""
14438,"Елтаным баспасы",14438,"",""
14439,"ЭКЗАМЕН",14439,"",""
14440,"Глосса-Пресс",14440,"",""
14441,"Научная книга",14441,"",""
14442,"Издательский центр ""Академия""",14442,"",""
14443,"Московский государственный институт международных отношений",14443,"",""
14444,"КазНУ им. Аль-Фараби",14444,"",""
14445,"Институт экономики МОН РК",14445,"",""
14446,"Компьютерно-издательский центр Института философии и политологии Комитета науки МОН РК",14446,"",""
14447,"Абзал-Ай",14447,"",""
14448,"Университет",14448,"",""
14449,"Идан",14449,"",""
14450,"Палитон",14450,"",""
14451,"Юрид. лит.",14451,"",""
14452,"ВКГУ им С. Аманжолова",14452,"",""
14453,"Жедел басу баспаханасы",14453,"",""
14454,"Статут",14454,"",""
14455,"А-Полиграфия",14455,"",""
14456,"Юстицинформ",14456,"",""
14457,"Бослен",14457,"",""
14458,"Болащақ Университеті",14458,"",""
14459,"Фолио",14459,"",""
14460,"Юриспруденция",14460,"",""
14461,"Рипол",14461,"",""
14462,"MV-Print",14462,"",""
14463,"''Құс жолы' баспасы",14463,"",""
14464,"PWS-KENT Publishing Company",14464,"",""
14465,"PHI Learning Private Limited",14465,"",""
14466,"Trolltech",14466,"",""
14467,"Springer Science",14467,"",""
14468,"Madison Avenue",14468,"",""
14469,"RHI printographics",14469,"",""
14470,"Telematics Institute",14470,"",""
14471,"Laidlaw Publishers",14471,"",""
14472,"University of Akron",14472,"",""
14473,"Addison-wesley publishing Company",15327,"",""
14474,"Santa barbara",14474,"",""
14475,"Massachusetts institute of technology",14475,"",""
14476,"Enschede",14476,"",""
14477,"Азбука-Бизнес",14477,"",""
14478,"Вузовский учебник",14478,"",""
14479,"Сулейман Демирел университеті",14479,"",""
14480,"San Jose State University",14480,"",""
13644,"Phywe",13644,"",""
13645,"Trans Tech Publications Ltd.,",13645,"",""
13646,"Hindustan Book agency",13646,"",""
13647,"Clarendon press",13647,"",""
13648,"А ТЕМП",13648,"",""
13649,"КАО баспа бөлімі",13649,"",""
13650,"RS",13650,"",""
13651,"Эсклюзив",13651,"",""
13652,"Hitachi Data Systems Corporation",13652,"",""
13653,"Amazon Distribution GmbH, Leipzig",13653,"",""
13654,"Nil yayinevi",13654,"",""
13655,"Kazmedia Holding",13655,"",""
13656,"Robert E.Krieger Publishing Company",13656,"",""
13657,"William Carey Library",13657,"",""
13658,"ЖП ""Волкова Е.В."" баспаханасы",13658,"",""
13659,"Author House",13659,"",""
13660,"Pegasus yayinlari",13660,"",""
13661,"John Wiley & Sons, Inc.:",13661,"",""
13662,"Heinle, Cengage learning",13662,"",""
13663,"Profile books",13663,"",""
13664,"Wolters-Noordhoff",13664,"",""
13665,"Әділ сөз",13665,"",""
13666,"Гафура Гуляма",13666,"",""
13667,"Wiley Publishing",13667,"",""
13668,"University of Kansas",13668,"",""
13669,"Ihlas Matbaacilik gazetecilik ve Saglik Hizmetleri A.S",13669,"",""
13670,"Alliance of analytical organizations",13670,"",""
13671,"Macmillan Publishers Limited",13671,"",""
13672,"Ozgun",13672,"",""
13673,"First Harper Perennial Modern Classics",13673,"",""
13674,"Рииц Азия",13674,"",""
13675,"Cassell Publishers limited",13675,"",""
13676,"Routledge Taylor and Francis Group,",13676,"",""
13677,"Альпина Паблишерз",13677,"",""
13678,"International Academy of Business",13678,"",""
13679,"Картография",13679,"",""
13680,"Latin print",13680,"",""
13681,"Baygenc Ajans",13681,"",""
13682,"CAPro",13682,"",""
13683,"Школа Енсе",13683,"",""
13684,"ҚМДБ",13684,"",""
13685,"Университет Кең Хи",13685,"",""
13686,"Университет ТЭГУ",13686,"",""
13687,"Portfolio Penguin",13687,"",""
13688,"BPP Learning Media",13688,"",""
13689,"Рос.гос.проф.-пед.ун-та",13689,"",""
13690,"Институт Евразийской интеграции",13690,"",""
13691,"Корона-век",13691,"",""
13692,"Print house gerona",13692,"",""
13693,"Халықаралық ғылыми-практикалық конференция материалдары",13693,"",""
13694,"Дулат баспасы",13694,"",""
13695,"ТОО ""Институт Азиатских исследований""",13695,"",""
13696,"Hargourt, inc",13696,"",""
13697,"A Jaico book",13697,"",""
13698,"Taimas Printhouse",13698,"",""
13699,"Нац. ун-та внутр. дел",13699,"",""
13700,"Agency of the Republic of Kazakhstan on statistics",13700,"",""
13701,"Checkmark Books",13701,"",""
13702,"Sage yayincilik",13702,"",""
13703,"Международное бюро труда",13703,"",""
13704,"McGraw-Hill Education",13704,"",""
13705,"ЖК ""АҚНҰР""",13705,"",""
13706,"O'Reilly",13706,"",""
13707,"Литера",13707,"",""
13708,"Ернияз",13708,"",""
13709,"Imak ofset",13709,"",""
13710,"ҚарМУ",13710,"",""
13711,"Altin Burc Yayinlari",13711,"",""
13712,"Longriver",13712,"",""
13713,"Heinle and Heinle Publishers",13713,"",""
13714,"Институт Азиатских исследований",13714,"",""
13715,"Selt",13715,"",""
13716,"The Sager Group",13716,"",""
13717,"Енсе",13717,"",""
13718,"Global ELT",13718,"",""
13719,"Bedford / ST.Martin's",13719,"",""
13720,"Йонсе",13720,"",""
13721,"ЦДБ",13721,"",""
13722,"Princeton",13722,"",""
13723,"Brown & Ben.",13723,"",""
13724,"USA Inf. Ag.",13724,"",""
13725,"New York Institute of Finance",13725,"",""
13726,"Volunteer services",13726,"",""
13727,"Turk tarih kurumu basimevi",13727,"",""
13728,"Государстенное издательство технико-теоретической литературы",13728,"",""
13729,"Kamer Matbaacilik",13729,"",""
13730,"Timas yayinlari",13730,"",""
13731,"Bogazici University Press",13731,"",""
13732,"Longman",13732,"",""
13733,"Pyrczak Publishing",13733,"",""
13734,"Rawman and littlefield publ.",13734,"",""
13735,"St. Martin's Press",13735,"",""
13736,"Жалын баспасы",13736,"",""
13737,"Dilset yayinlari",13737,"",""
13738,"Heritage Foundation",13738,"",""
13739,"IRWIN",13739,"",""
13740,"Simon& Schuster",13740,"",""
13741,"E.P. Dutton & Co., Inc.",13741,"",""
13742,"Anchor Press",13742,"",""
13743,"Vision Books",13743,"",""
13744,"Macmillan",13744,"",""
13745,"Scholastic Inc",13745,"",""
13746,"yazanlar",13746,"",""
13747,"Odtu Yayincilik",13747,"",""
13748,"Rand McNally",13748,"",""
13749,"ticknor and fields",13749,"",""
13750,"Prentice-Hall International Editions",13750,"",""
13751,"The Dryden Press",13751,"",""
13752,"The Un. Of Michigan Pr.",13752,"",""
13753,"Cambridge University Press",13753,"",""
13754,"Ана-Тілі",13754,"",""
13755,"КАПИК",13755,"",""
13756,"Физкультура и спорт",13756,"",""
13757,"Guzem yayinlari",13757,"",""
13758,"Columbia University press",13758,"",""
13759,"Yeni Turkiye yayinlari",13759,"",""
13760,"Puffin books",13760,"",""
13761,"pearson",13761,"",""
13762,"Жеті жарғы",13762,"",""
13763,"Allyn & Bacon",13763,"",""
13764,"Қайнар",13764,"",""
13765,"Literatur Publishing",13765,"",""
13766,"Avciol",13766,"",""
13767,"Аль-Фараби",13767,"",""
13768,"КазНТУ им.К.И.Сатпаева",13768,"",""
13769,"Disisleri bakanligi",13769,"",""
13770,"жазушы",13770,"",""
13771,"International Ataturk Alatoo University",13771,"",""
13772,"Faculty research abstracts",13772,"",""
13773,"Alev Publication in Turkey",13773,"",""
13774,"Turkiye armasi",13774,"",""
13775,"ТОО ""ФинЭк""",13775,"",""
13776,"Эго",13776,"",""
13777,"Международный клуб Абая",13777,"",""
13778,"CYPER",13778,"",""
13779,"Bilge yayinlari",13779,"",""
13780,"The Brookings Inst.",13780,"",""
13781,"Уральский следопыт",13781,"",""
13782,"Hachette F.l.E",13782,"",""
13783,"Фабрика книги",13783,"",""
13784,"Тимп",13784,"",""
13785,"Ғылым баспасы",13785,"",""
13786,"Champion",13786,"",""
13787,"Ufuk kitaplari",13787,"",""
13788,"Inkilap",13788,"",""
13789,"Uskudar Belediye baskanligi",13789,"",""
13790,"Ataturk Arastirma Merkezi",13790,"",""
13791,"Казахское государственное издательство художественной литературы",13791,"",""
13792,"АО Типографика",13792,"",""
13793,"Атамұра-Қазақстан",13793,"",""
13794,"Henry Holt Company",13794,"",""
13795,"Узбекистон",13795,"",""
13796,"Гызыл Шәрг",13796,"",""
13797,"U.S. Inforamtion agency",13797,"",""
13798,"University Press",13798,"",""
13799,"Химия",13799,"",""
13800,"Watchtower Bible and Track society",13800,"",""
13801,"Alfred A. Knopf",13801,"",""
13802,"Ленинградский университет",13802,"",""
13803,"Тоғанай Т",13803,"",""
13804,"TC Kultur bakanligi",13804,"",""
13805,"Mustu yayinlari",13805,"",""
13806,"Turk Tarih Kurumu",13806,"",""
13807,"Milli Egitim bakanligi yayinlari",13807,"",""
13808,"Can Ofset yayinlari",13808,"",""
13809,"WCB",13809,"",""
13810,"Казгослитиздат",13810,"",""
13811,"Ministry of Culture",13811,"",""
13812,"T.C kultur bakanligi milli kutuphane basimevi",13812,"",""
13813,"Dent and sons LTD",13813,"",""
13814,"finantial planning institute",13814,"",""
13815,"Kultur bakanlilgi",13815,"",""
13816,"American Management Association",13816,"",""
13817,"A.K.M.",13817,"",""
13818,"Ataturk kultur merkezi yayinlari",13818,"",""
13819,"Saunders Collage Publishing,",13819,"",""
13820,"АПН",13820,"",""
13821,"Ассасблея народов Казахстана",13821,"",""
13822,"БИНОМ - Невский диалект",13822,"",""
13823,"НИЦ ""Регулярная и хаотическая динамика",13823,"",""
13824,"mcGraw-Hill",13824,"",""
13825,"Kagithane",13825,"",""
13826,"СВЯТ",13826,"",""
13827,"БИНОМ. Лаборатория знаний",13827,"",""
13828,"IDK-TIPO",13828,"",""
13829,"O'reilly",13829,"",""
13830,"Жас Алаш",13830,"",""
13831,"Новости",13831,"",""
13832,"Өнер баспасы",13832,"",""
13833,"Аст",13833,"",""
13834,"Doubleday,",13834,"",""
13835,"Жолдас және К",13835,"",""
13836,"LEM",13836,"",""
13837,"жибек жолы",13837,"",""
13838,"Вече",13838,"",""
13839,"Человек",13839,"",""
13840,"Altin kitaplar",13840,"",""
13841,"Birlesik Basim",13841,"",""
13842,"Энергоатомиздат",13842,"",""
13843,"Карина",13843,"",""
13844,"Гридан",13844,"",""
13845,"Pacific Press Publishing Association",13845,"",""
13846,"Государственное издание физико-математической литературы",13846,"",""
13847,"Milli egitim vakfi yayinlari",13847,"",""
13848,"Adim Yayincilik",13848,"",""
13849,"Iz Yayincilik",13849,"",""
13850,"Adam Yayinlari,",13850,"",""
13851,"Восточно-Сибирское книжное издательство",13851,"",""
13852,"Universiteli kitabevi",13852,"",""
13853,"Әл Фараби",13853,"",""
13854,"Dergah yayinlari",13854,"",""
13855,"БАДППР",13855,"",""
13856,"Kitabevi ,",13856,"",""
13857,"Ataturk universitesi yayinlari",13857,"",""
13858,"Imaj Yayincilik",13858,"",""
13859,"Sosyal Bilimler A.M.",13859,"",""
13860,"insan yayinlari",13860,"",""
13861,"Morningstar Books",13861,"",""
13862,"Inkilap Kitabevi",13862,"",""
13863,"Fenomen yayincilik",13863,"",""
13864,"Sozler yayinlari",13864,"",""
13865,"Visible ink",13865,"",""
13866,"Қаламгер",13866,"",""
13867,"Cocuk Vakfi Yainlari",13867,"",""
13868,"Сов.Писатель",13868,"",""
13869,"Ataturk I.Yay.",13869,"",""
13870,"ХҚТУ баспасы",13870,"",""
13871,"ХҚТУ",13871,"",""
13872,"КОДА",13872,"",""
13873,"ОЛБИС",13873,"",""
13874,"Новое знание",13874,"",""
13875,"Инкар",13875,"",""
13876,"Ақжол-баспа",13876,"",""
13877,"Эффект",13877,"",""
13878,"Академия",13878,"",""
13879,"Физико-математической литературы",13879,"",""
13880,"Маариф",13880,"",""
13881,"Ниса",13881,"",""
13882,"San Paolo",13882,"",""
13883,"Социально-экономической литературы",13883,"",""
13884,"ПрессАТАше",13884,"",""
13885,"ЖАЗУШЫ",13885,"",""
13886,"Faber and paper covered editions",13886,"",""
13887,"просвещение",13887,"",""
13888,"Иностранных и национальных словарей",13888,"",""
13889,"Ozgur Yayinlari",13889,"",""
13890,"T.C. Kultur Bakanligi/2397",13890,"",""
13891,"Русский язык Медиа",13891,"",""
13892,"Уральский рабочий",13892,"",""
13893,"Arna -b",13893,"",""
13894,"Kaplan",13894,"",""
13895,"КазАкпарат",13895,"",""
13896,"Акарман",13896,"",""
13897,"Аруна Ltd.",13897,"",""
13898,"Тарих институты",13898,"",""
13899,"Айрис пресс",13899,"",""
13900,"Үш қиян",13900,"",""
13901,"Большая Рос. энцикл.",13901,"",""
13902,"Dair",13902,"",""
13903,"Республикалық оқулық баспа орталығы",13903,"",""
13904,"АнАрыс",13904,"",""
13905,"Болашак",13905,"",""
13906,"Ан арыс",13906,"",""
13907,"Үміт",13907,"",""
13908,"Баспалар үйі",13908,"",""
13909,"КАЗакпарат",13909,"",""
13910,"Қазақ Совет Энциклопедия",13910,"",""
13911,"АО Баспалар үйі",13911,"",""
13912,"Память",13912,"",""
13913,"Алгоритм",13913,"",""
13914,"Институт системных исследований",13914,"",""
13915,"Центрум",13915,"",""
13916,"Михайлова В.А.",13916,"",""
13917,"Smart Book",13917,"",""
13918,"Европа",13918,"",""
13919,"академия",13919,"",""
13920,"Мукомольный проезд",13920,"",""
13921,"Мемлекеттік тілді дамыту институты",13921,"",""
13922,"Куранты",13922,"",""
13923,"Voxpopuli",13923,"",""
13924,"КЕРЕКУ",13924,"",""
13925,"Флер - 1",13925,"",""
13926,"МИСИ",13926,"",""
13927,"Права человека",13927,"",""
13928,"ТОО ""Агроиздат""",13928,"",""
13929,"БИС",13929,"",""
13930,"Асыл кітап",13930,"",""
13931,"Академ. Проект",13931,"",""
13932,"КИСИ при президенте",13932,"",""
13933,"CIsco systems",13933,"",""
13934,"Brooks/Cole publishing company",13934,"",""
13935,"Гелиос АРВ",13935,"",""
13936,"American Welding Society",13936,"",""
13937,"Peachpit press",13937,"",""
13938,"TImes mirror higher education group Inc",13938,"",""
13939,"Cisco press",13939,"",""
13940,"Ziff-Davis press",13940,"",""
13941,"Iskitler-Altindag",13941,"",""
13942,"AMS Chelasea publishing",13942,"",""
13943,"Addison-Wesley Publication",15327,"",""
13944,"Addison Wesley Pearson Publishing",13944,"",""
13945,"Addison-Wesley publishing company",15327,"",""
13946,"Longman group UK Limited 1994",13946,"",""
13947,"Kluwer academic Publishers",13947,"",""
13948,"Mitchell Publishing, Inc",13948,"",""
13949,"Вершина",13949,"",""
13950,"Мир новостей",13950,"",""
13951,"Институт истории и этнологии",13951,"",""
13952,"Алдоңғар",13952,"",""
13953,"Техника",13953,"",""
13954,"Әдебиет және өнер институты",13954,"",""
13955,"ТОО ""Полиграфия и сервис""",13955,"",""
13956,"Өрнек",13956,"",""
13957,"Addison-Wesley Longman,Inc",12149,"",""
13958,"Ғалам-Шар",13958,"",""
13959,"Lem",13959,"",""
13960,"Литературный клуб",13960,"",""
13961,"Книга по требованию",13961,"",""
13962,"Пиарика",13962,"",""
13963,"Рудомино",13963,"",""
13964,"АСТ-ПРЕСС КНИГА",13964,"",""
13965,"РУДН",13965,"",""
13966,"SIGS books",13966,"",""
13967,"dryden",13967,"",""
13968,"New age international limited",13968,"",""
13969,"Rasha Rachna printers",13969,"",""
13970,"Viking",13970,"",""
13971,"President nad fellows",13971,"",""
13972,"Stata",13972,"",""
13973,"South-western",13973,"",""
13974,"OECD",13974,"",""
13975,"Plon",13975,"",""
13976,"BallantineBooks",13976,"",""
13977,"Ivy Books",13977,"",""
13978,"Creative press",13978,"",""
13979,"Borland international inc",13979,"",""
13980,"BPB publications",13980,"",""
13981,"Educational media corporation",13981,"",""
13982,"КИЕ лингвоелтану инновациялық орт.",13982,"",""
13983,"Arrow Books",13983,"",""
13984,"издательство""Высшая Школа""",13984,"",""
13985,"A new Direction Book",13985,"",""
13986,"houghton Mifflin Company",13986,"",""
13987,"KazAkparat",13987,"",""
13988,"Heinmann ELT",13988,"",""
13989,"Ataturk universitesi basimevi",13989,"",""
13990,"A bradford book",13990,"",""
13991,"The Oasis press",13991,"",""
13992,"Veb verlag enzyklopadie leipzig",13992,"",""
13993,"Yale University Press",13993,"",""
13994,"T.C. Kultur ve turizm Bakanligi",13994,"",""
13995,"Surat basim",13995,"",""
13996,"Blackwell",13996,"",""
13997,"de l'Academie francaise",13997,"",""
13998,"Presses Pocket",13998,"",""
13999,"Pearson Education Asia",13999,"",""
14000,"Thomson South-Western",14000,"",""
14001,"National",14001,"",""
14002,"Mandarin Paperbacks",14002,"",""
14003,"Kazakh-American university",14003,"",""
14004,"Dame",14004,"",""
14005,"Forest and company",14005,"",""
14006,"HapperCollinsPublishers",14006,"",""
14007,"Editions scolaires D'etat",14007,"",""
14008,"Istanbul",14008,"",""
14009,"Turk tarih korumu basimevi",14009,"",""
14010,"Batikol Matbaasi",14010,"",""
14011,"Dizgi-Baski",14011,"",""
14012,"Baglarbasi-uskudar",14012,"",""
14013,"Neeld&Neeld,Inc",14013,"",""
14014,"Dnipro Publishers",14014,"",""
14015,"Business Publications",14015,"",""
14016,"QuestMark book group",14016,"",""
14017,"NTC Business Books",14017,"",""
14018,"Peter C. P",14018,"",""
14019,"Audarma",14019,"",""
14020,"Epsilon Yayincilik hizmetleri Tic. San.. Ltd",14020,"",""
14021,"Publikationen des ministeriums fur kultur",14021,"",""
14022,"T.C.Kultur Bakanligi yayinlari",14022,"",""
14023,"Kultur ve turizm Bakanligi",14023,"",""
14024,"Harlequim books",14024,"",""
14025,"Ministere turc de la culture",14025,"",""
14026,"The modern language association of America",14026,"",""
14027,"inkilap kitabevi",14027,"",""
14028,"Isil yayinevi",14028,"",""
14029,"Ebru Matbaacilik Bas. Yay. San. ve Tic. A.S",14029,"",""
14030,"birey yayincilik",14030,"",""
14031,"FONO A®з®®k ®Ц®Яretim Kurumu,",14031,"",""
14032,"Pear",14032,"",""
14033,"Editions interpress",14033,"",""
14034,"Darussalam",14034,"",""
14035,"Horcourt brace jovanovich",14035,"",""
14036,"Crescent books",14036,"",""
14037,"ARTIA",14037,"",""
14038,"Karo",14038,"",""
14039,"Gonca yayinleri",14039,"",""
14040,"Eaglemoss publications limited",14040,"",""
14041,"Guiness world records",14041,"",""
14042,"Sofia-presse",14042,"",""
14043,"HarperCollins publishers",14043,"",""
14044,"Didier",14044,"",""
14045,"Intercultural Press,Inc",14045,"",""
14046,"Children's book trust new delhi",14046,"",""
14047,"Himalaya Publishing House",14047,"",""
14048,"Gatesmark Publishing",14048,"",""
14049,"Turan kultur vakfi",14049,"",""
14050,"Harcourt College Publishers",14050,"",""
14051,"Maliye Eski Gelirler Kontrolor Yardimlasma ve mali Egitim Vakfi",14051,"",""
14052,"Everest yayinlari",14052,"",""
14053,"Uluslararasi stratejik arastirmalar kurumu yayinlar",14053,"",""
14054,"Zafer yayinlari",14054,"",""
14055,"Anadolu Matbaasi",14055,"",""
14056,"Litera yayincilik",14056,"",""
14057,"Ozisik matbaacilik",14057,"",""
14058,"Editions en langues etrangeres",14058,"",""
14059,"Language Russe",14059,"",""
14060,"Etkilesim Yayinlari",14060,"",""
14061,"K Kitapligi",14061,"",""
14062,"Emir yayinlari",14062,"",""
14063,"Volk und Wissen volkseigener Verlag",14063,"",""
14064,"Dirilis Yayinlari",14064,"",""
14065,"Kipas Dagitimcilik",14065,"",""
14066,"Merve Yayinlari",14066,"",""
14067,"Dilset Yayinlari",14067,"",""
14068,"Ел",14068,"",""
14069,"ӘлөФараби атындағы ҚазҰУ",14069,"",""
14070,"McGraw-Hill Publishing Company",14070,"",""
14071,"Surat English Language Teaching",14071,"",""
14072,"T.C.Kulur bakanligi",14072,"",""
14073,"Bakanlar matbaacilik Itd.sti",14073,"",""
14074,"West educational publishing company",14074,"",""
14075,"TC Basbakanlik Aile Arastirma Kurumu Baskanligi",14075,"",""
14076,"Arma yayinlari (Nuans Ajans)",14076,"",""
14077,"Kitap-Dergi Yayin",14077,"",""
14078,"Ataturk Universitesi Fen-Edebiyat fakultesi yayini",14078,"",""
14079,"KZI bank",14079,"",""
14080,"Tercuman",14080,"",""
14081,"Ozener Matbaacilik",14081,"",""
14082,"Turk kulturune hizmet vakfi",14082,"",""
14083,"Kocbank",14083,"",""
14084,"Tuna Matbaacilik",14084,"",""
11746,"Государственное издательство художественной литературы",11746,"",""
11747,"Наука",11747,"",""
11748,"Жалын",11748,"",""
11749,"Kultur bakanligi",11749,"",""
11750,"Ataturk arastirma merkezi",11750,"",""
11751,"Ataturk arastirma mrkezi",11751,"",""
11752,"VEB",11752,"",""
11753,"Turk tarih kurumu basim evi",11753,"",""
11754,"Milli Egitim Basimevi",11754,"",""
11755,"Sule yayinlari",11755,"",""
11756,"islami ilimler arastirma vakfi yayinlari",11756,"",""
11757,"Yasin",11757,"",""
11758,"КИСИ при Президенте РК",11758,"",""
11759,"The university of Oklahoma",11759,"",""
11760,"Caglayan A S",11760,"",""
11761,"Dell Publishing",11761,"",""
11762,"Penguin Books",11762,"",""
11763,"Балауса",11763,"",""
11764,"Times Books",11764,"",""
11765,"Barnes & noble Books",11765,"",""
11766,"Ataturk",11766,"",""
11767,"South-Western Col. Pub.",11767,"",""
11768,"Maestro",11768,"",""
11769,"Nil yayinlari",11769,"",""
11786,"North-Holland Publishing Company",11786,"",""
11787,"Rashtra Rachna printers",11787,"",""
11788,"Subat",11788,"",""
11789,"Oncu Basimevi",11789,"",""
11790,"Turkuaz",11790,"",""
11791,"Данекер",11791,"",""
11792,"1989",11792,"",""
11793,"Surat yayinlari",11793,"",""
11794,"Kent state University press",11794,"",""
11795,"СДУ",11795,"",""
11796,"Kabalci Yayinevi",11796,"",""
11797,"Мон литера",11797,"",""
11798,"Отырар",11798,"",""
11799,"The ministry of foreignaffairs of the Republic of Turkey",11799,"",""
11800,"Колос",11800,"",""
11801,"Пищевая промышленность",11801,"",""
11802,"Сов. Россия",11802,"",""
11803,"Mimoza",11803,"",""
11804,"Can Yayinlari",11804,"",""
11805,"Timas Yayinlari",11805,"",""
11806,"Heinemann",11806,"",""
11807,"Sage publications",11807,"",""
11808,"Северо-Западное книжное издательство",11808,"",""
11809,"Toplumsal donusum yayinlari",11809,"",""
11810,"marsilio",11810,"",""
11811,"Ventana",11811,"",""
11812,"Шобдар",11812,"",""
11813,"Профиздат",11813,"",""
11814,"Физматлит",11814,"",""
11815,"Springer",11815,"",""
11816,"Раритет",11816,"",""
11817,"Harper Collins C.",11817,"",""
11818,"Prentice hall of India",11818,"",""
11819,"ЕЛ",11819,"",""
11820,"Surat",11820,"",""
11821,"Longman Group (FE) Ltd",11821,"",""
11822,"Cornell university press",11822,"",""
11823,"Polat Yayinlari",11823,"",""
11824,"kavramlar yayinevi",11824,"",""
11825,"Ten speed press",11825,"",""
11826,"The economic and social history foundation of turkey",11826,"",""
11827,"milliyet",11827,"",""
11828,"ИФиП МОН РК",11828,"",""
11829,"Карно",11829,"",""
11830,"TIKA",11830,"",""
11831,"Янус-К",11831,"",""
11832,"Лань",11832,"",""
11833,"Қазақ Совет Энциклопедиясының бас редакциясы",11833,"",""
11834,"ДМК Пресс",11834,"",""
11835,"Soysal",11835,"",""
11836,"Vyssaja skola",11836,"",""
11837,"Әл-Фараби",11837,"",""
11838,"Эдельвейс",11838,"",""
11839,"ӨЛКЕ",11839,"",""
11840,"DiaSoft",11840,"",""
11841,"ООО ""ДиаСофтЮп""",11841,"",""
11842,"Omas ofset matbaacilik A.S.",11842,"",""
11843,"Юрист",11843,"",""
11844,"Damla Yayэnevi",11844,"",""
11845,"William Morrow and company inc",11845,"",""
11846,"MIT Press",11846,"",""
11847,"Homewood",11847,"",""
11848,"Unlu cocuk",11848,"",""
11849,"БИНОМ",11849,"",""
11850,"Эскмо",11850,"",""
11851,"Советский песатель",11851,"",""
11852,"Tomson South-Western",11852,"",""
11853,"Софинта",11853,"",""
11854,"ИНФРА-М",11854,"",""
11855,"Аура",11855,"",""
11856,"Ihtar Yayincilik",11856,"",""
11857,"Хабаровское книжное издательство",11857,"",""
11858,"Фрунзе",11858,"",""
11859,"Akvaryumyayinevi",13239,"",""
11860,"Научно-техническое издательство",11860,"",""
11861,"Dergah Yayinlari,",11861,"",""
11862,"Person Education",11862,"",""
11863,"CEM Yayэnevi",11863,"",""
11864,"Safak Yayinevi",11864,"",""
11865,"Восточно-Сибирск.кн.изд-во",11865,"",""
11866,"MAS Matbaacilik",11866,"",""
11867,"Knight communications",11867,"",""
11868,"Turk Dil kurumu yayinlari",11868,"",""
11869,"Новелла",11869,"",""
11870,"Turkiye Yayinevi",11870,"",""
11871,"Fen-edebiyat fakultesi ofset tesisleri",11871,"",""
11872,"Marmara universitesi ilahiyat fekultesi vakfi yayinlari",11872,"",""
11873,"Красный пролетарий",11873,"",""
11874,"Печатный Двор",11874,"",""
11770,"Alkim yayinlari",11770,"",""
11771,"Verlag neues leben",11771,"",""
11772,"Abacus Press",11772,"",""
11773,"Microsoft Corporation",11773,"",""
11774,"Атамұра",11774,"",""
11775,"Barron's",11775,"",""
11776,"SAS Institute Inc",11776,"",""
11777,"Earthscan Publications Ltd.,",11777,"",""
11778,"Олимп",11778,"",""
11779,"Benjamin Cummings Com",11779,"",""
11780,"Санат",11780,"",""
11781,"Cox & Wyman Ltd",11781,"",""
11782,"Divan Yayincilik",11782,"",""
11783,"BETA",11783,"",""
11784,"Нұрлы Әлем",11784,"",""
11785,"Аударма",11785,"",""
11875,"Milli Egitim Basim evi",11875,"",""
11876,"Гянджлик",11876,"",""
11877,"Лаборатория Базовых Знаний",11877,"",""
11878,"Юнити",11878,"",""
11879,"жалын",11879,"",""
11880,"Қазақстан Республикасы",11880,"",""
11881,"Арқас",11881,"",""
11882,"Информика",11882,"",""
11883,"Tьrk Dьnyasэ A. V.",11883,"",""
11884,"Наука и изкуство",11884,"",""
11885,"Толғанай Т",11885,"",""
11886,"СЛОВО",11886,"",""
11887,"Казакстан",11887,"",""
11888,"Азбука-Классика",11888,"",""
11889,"Национальный центр государственных стандартов образования и тестирования",11889,"",""
11890,"Дешті Қыпшақ",11890,"",""
11891,"Харвест",11891,"",""
11892,"Ataturk kultur, dil ve tarih yuksek kurumu turk dil kurumu yayinlari",11892,"",""
11893,"Turk hava kurumu",11893,"",""
11894,"Большая советская энциклопедия",11894,"",""
11895,"Қайнар баспасы",11895,"",""
11896,"Квирту",11896,"",""
11897,"Фирма ""1С""",11897,"",""
11898,"Таймасбаспа үйi",11898,"",""
11899,"қазақ энциклопедиясы",11899,"",""
11900,"Жiбек жолы",11900,"",""
11901,"Қызылқұм аудандық баспахана",11901,"",""
11902,"Тіл білімі институты",11902,"",""
11903,"Ш Ш Уалиханов атындағыТарих және этнология институты",11903,"",""
11904,"Компьютерно-издательский центр Института истории и этнологии им.Ч.Ч. Валиханова МОН РК",11904,"",""
11905,"Эверо",11905,"",""
11906,"Қағанат-ҒМО",11906,"",""
11907,"Восток-Запад",11907,"",""
11908,"Сауран",11908,"",""
11909,"Алатау",11909,"",""
11910,"СаГа",11910,"",""
11911,"Руханият",11911,"",""
11912,"Попурри",11912,"",""
11913,"Асем-систем",11913,"",""
11914,"Шикула и К",11914,"",""
11915,"Мир книги",11915,"",""
